country,year,composite_v1,composite_v2,tier_v1,tier_v2
New Zealand,2027,0.4101433,0.568901114,High,High
Nicaragua,2024,0.36234774999999997,0.5086071719999999,High,High
Nicaragua,2025,0.3675703,0.520634138,High,High
Nicaragua,2026,0.37277785,0.5326274719999999,High,High
Nicaragua,2027,0.3779857,0.5446209479999999,High,High
Nigeria,2024,0.34478380000000003,0.5028831719999999,Medium,High
Nigeria,2025,0.34955225,0.51476529,Medium,High
Nigeria,2026,0.35430755,0.5266151219999999,Medium,High
Nigeria,2027,0.3590626,0.5384648539999999,Medium,High
Niue,2024,0.362059,0.51093104,High,High
Niue,2025,0.36696245,0.5229651799999999,High,High
Niue,2026,0.37185215000000005,0.534966392,High,High
Niue,2027,0.37674215,0.54696771,High,High
North Macedonia,2024,0.41382739999999996,0.51688512,High,High
North Macedonia,2025,0.41954020000000003,0.5312542899999999,High,High
North Macedonia,2026,0.42523725,0.5455845519999999,High,High
North Macedonia,2027,0.43093435,0.5599142559999999,High,High
Northern Mariana Islands,2024,0.3610813,0.510707002,Medium,High
Northern Mariana Islands,2025,0.36568375000000003,0.522623632,High,High
Northern Mariana Islands,2026,0.37027315,0.5345081919999999,High,High
Northern Mariana Islands,2027,0.37486264999999996,0.5463921999999999,High,High
Norway,2024,0.37736729999999996,0.5255585839999999,High,High
Norway,2025,0.3819618,0.537571034,High,High
Norway,2026,0.38654325,0.5495497239999999,High,High
Norway,2027,0.3911249,0.561529072,High,High
Oman,2024,0.377394,0.516822864,High,High
Oman,2025,0.38334545,0.52929511,High,High
Oman,2026,0.38928105,0.5417330539999999,High,High
Oman,2027,0.39521635,0.55417142,High,High
Pakistan,2024,0.36752485,0.510148852,High,High
Pakistan,2025,0.37342359999999997,0.52256017,High,High
Pakistan,2026,0.37930655,0.534937298,High,High
Pakistan,2027,0.38518915000000004,0.547314878,High,High
Palau,2024,0.3716589,0.5179012799999999,High,High
Palau,2025,0.37695995,0.5301654,High,High
Palau,2026,0.3822468,0.5423962539999999,High,High
Palau,2027,0.38753365,0.5546271079999999,High,High
Panama,2024,0.37150269999999996,0.518048686,High,High
Panama,2025,0.3767971,0.530250406,High,High
Panama,2026,0.38207725,0.5424196339999999,High,High
Panama,2027,0.3873572,0.554588168,High,High
Papua New Guinea,2024,0.316934,0.4913596359999999,Medium,High
Papua New Guinea,2025,0.322137,0.50350524,Medium,High
Papua New Guinea,2026,0.32732619999999996,0.5156179459999999,Medium,High
Papua New Guinea,2027,0.33251509999999995,0.5277305819999999,Medium,High
Paraguay,2024,0.38789775000000004,0.5495650959999999,High,High
Paraguay,2025,0.3953627,0.5709886779999999,High,High
Paraguay,2026,0.4028075,0.592353948,High,High
Paraguay,2027,0.4102525,0.613719876,High,High
Peru,2024,0.3691507,0.495976936,High,High
Peru,2025,0.37408735000000004,0.5072120539999999,High,High
Peru,2026,0.37901094999999996,0.518416758,High,High
Peru,2027,0.3839338,0.529620598,High,High
Philippines,2024,0.38076105,0.5054831559999999,High,High
Philippines,2025,0.3869386,0.520620782,High,High
Philippines,2026,0.39309954999999996,0.5357172819999999,High,High
Philippines,2027,0.39925995,0.5508135759999999,High,High
Poland,2024,0.40610595000000005,0.532067436,High,High
Poland,2025,0.4112008,0.5445277919999999,High,High
Poland,2026,0.4162823,0.556954738,High,High
Poland,2027,0.4213631,0.56938079,High,High
Portugal,2024,0.4154345,0.5954248379999999,High,High
Portugal,2025,0.42153335000000003,0.611299356,High,High
Portugal,2026,0.42761499999999997,0.627130246,High,High
Portugal,2027,0.43369695,0.642961242,High,High
Puerto Rico,2024,0.42951555,0.5423090819999999,High,High
Puerto Rico,2025,0.43445925,0.554374776,High,High
Puerto Rico,2026,0.43938964999999996,0.566408336,High,High
Puerto Rico,2027,0.44432015,0.5784413439999999,High,High
Qatar,2024,0.3850599,0.515303474,High,High
Qatar,2025,0.3907603,0.527530858,High,High
Qatar,2026,0.3964452,0.5397249259999999,High,High
Qatar,2027,0.4021299,0.5519188639999999,High,High
Romania,2024,0.3794699,0.502610672,High,High
Romania,2025,0.3839236,0.5169807019999999,High,High
Romania,2026,0.38836515,0.5313113059999999,High,High
Romania,2027,0.3928069,0.545642568,High,High
Russian Federation,2024,0.39495215,0.537291622,High,High
Russian Federation,2025,0.40003375,0.5497400539999999,High,High
Russian Federation,2026,0.40510155,0.5621542819999998,High,High
Russian Federation,2027,0.41016905,0.574568404,High,High
Rwanda,2024,0.35385205,0.50817368,Medium,High
Rwanda,2025,0.36009205,0.52071223,Medium,High
Rwanda,2026,0.36631505000000003,0.5332166959999999,High,High
Rwanda,2027,0.3725376,0.545720368,High,High
Samoa,2024,0.3690917,0.5154619359999999,High,High
Samoa,2025,0.3736883,0.5274975999999999,High,High
Samoa,2026,0.3782723,0.5394998999999999,High,High
Samoa,2027,0.3828565,0.551502858,High,High
Sao Tome and Principe,2024,0.32437715,0.4933544579999999,Medium,High
Sao Tome and Principe,2025,0.32697390000000004,0.504287508,Medium,High
Sao Tome and Principe,2026,0.32956405,0.515191624,Medium,High
Sao Tome and Principe,2027,0.33215405,0.526095052,Medium,High
Saudi Arabia,2024,0.3789358,0.5106851419999999,High,High
Saudi Arabia,2025,0.38417965,0.5225069499999999,High,High
Saudi Arabia,2026,0.3894096,0.5342969399999999,High,High
Saudi Arabia,2027,0.39463905,0.5460866939999999,High,High
Serbia,2024,0.39861605,0.53551631,High,High
Serbia,2025,0.40299630000000003,0.547759366,High,High
Serbia,2026,0.4073643,0.559969218,High,High
Serbia,2027,0.41173215,0.5721783819999999,High,High
Seychelles,2024,0.33684455,0.49901366799999997,Medium,High
Seychelles,2025,0.34064205000000003,0.510538096,Medium,High
Seychelles,2026,0.3444281,0.522030118,Medium,High
Seychelles,2027,0.34821465,0.533522376,Medium,High
Singapore,2024,0.43666725,0.580098406,High,High
Singapore,2025,0.44147200000000003,0.5933929059999999,High,High
Singapore,2026,0.4462636,0.6066506719999999,High,High
Singapore,2027,0.45105510000000004,0.61990899,High,High
Sint Maarten (Dutch part),2024,0.35215135000000003,0.507512982,Medium,High
Sint Maarten (Dutch part),2025,0.3562808,0.519217866,Medium,High
Sint Maarten (Dutch part),2026,0.36039895,0.530891488,Medium,High
Sint Maarten (Dutch part),2027,0.36451695,0.5425644579999999,High,High
Slovak Republic,2024,0.4068099,0.530630258,High,High
Slovak Republic,2025,0.41170115,0.542373918,High,High
Slovak Republic,2026,0.41657900000000003,0.5540854319999999,High,High
Slovak Republic,2027,0.42145715,0.565797016,High,High
Slovenia,2024,0.4061197,0.536013396,High,High
Slovenia,2025,0.41133275,0.5480830879999999,High,High
Slovenia,2026,0.41653225,0.560121074,High,High
Slovenia,2027,0.42173135,0.5721582719999999,High,High
Solomon Islands,2024,0.3541855,0.508676068,Medium,High
Solomon Islands,2025,0.36088225,0.5214476319999999,Medium,High
Solomon Islands,2026,0.3675611,0.534185142,High,High
Solomon Islands,2027,0.37423999999999996,0.5469221299999999,High,High
Somalia,2024,0.38057655,0.517521532,High,High
Somalia,2025,0.38608805,0.529800298,High,High
Somalia,2026,0.3915843,0.5420461,High,High
Somalia,2027,0.39708005,0.5542911379999999,High,High
South Africa,2024,0.37429765,0.510153672,High,High
South Africa,2025,0.37898155,0.52172192,High,High
South Africa,2026,0.3836523,0.533258016,High,High
South Africa,2027,0.388323,0.5447941059999999,High,High
South Sudan,2024,0.31880865,0.49160784599999996,Medium,High
South Sudan,2025,0.32220785,0.502989604,Medium,High
South Sudan,2026,0.32559745,0.514340866,Medium,High
South Sudan,2027,0.3289874,0.5256916759999999,Medium,High
Spain,2024,0.45538505,0.623777928,High,High
Spain,2025,0.46058485000000005,0.6383926799999999,High,High
Spain,2026,0.4657702,0.652967196,High,High
Spain,2027,0.4709555,0.6675417059999998,High,High
Sri Lanka,2024,0.37554015,0.5146721059999999,High,High
Sri Lanka,2025,0.3805811,0.5267305099999999,High,High
Sri Lanka,2026,0.3856081,0.538756072,High,High
Sri Lanka,2027,0.3906349,0.5507809399999999,High,High
St. Kitts and Nevis,2024,0.36920435,0.515397136,High,High
St. Kitts and Nevis,2025,0.37328355,0.5270841079999999,High,High
St. Kitts and Nevis,2026,0.3773522,0.538738956,High,High
St. Kitts and Nevis,2027,0.3814208,0.5503943259999999,High,High
St. Martin (French part),2024,0.36187905,0.511026102,Medium,High
St. Martin (French part),2025,0.3667355,0.523044332,High,High
St. Martin (French part),2026,0.37157815,0.5350301919999999,High,High
St. Martin (French part),2027,0.3764209,0.5470154999999999,High,High
St. Vincent and the Grenadines,2024,0.3626317,0.5106568539999999,High,High
St. Vincent and the Grenadines,2025,0.36763925,0.5226742999999999,High,High
St. Vincent and the Grenadines,2026,0.37263314999999997,0.5346584819999999,High,High
St. Vincent and the Grenadines,2027,0.37762705,0.546642664,High,High
Sub-Saharan Africa,2024,0.3650622,0.520811568,High,High
Sub-Saharan Africa,2025,0.37002785,0.5330503459999999,High,High
Sub-Saharan Africa,2026,0.37497975000000006,0.545256196,High,High
Sub-Saharan Africa,2027,0.37993175,0.557461494,High,High
Sudan,2024,0.3467737,0.50340548,Medium,High
Sudan,2025,0.35310640000000004,0.5160485779999999,Medium,High
Sudan,2026,0.35942185000000004,0.52865724,Medium,High
Sudan,2027,0.36573730000000004,0.5412659019999999,High,High
Suriname,2024,0.3718361,0.514450092,High,High
Suriname,2025,0.37709745,0.5266161979999999,High,High
Suriname,2026,0.38234405000000005,0.538749048,High,High
Suriname,2027,0.3875909,0.5508820339999999,High,High
Sweden,2024,0.39555395,0.541018602,High,High
Sweden,2025,0.3990568,0.549704436,High,High
Sweden,2026,0.40255015,0.5583665139999999,High,High
Sweden,2027,0.4060433,0.567028462,High,High
Switzerland,2024,0.41765765,0.564104732,High,High
Switzerland,2025,0.42265969999999997,0.5768350419999999,High,High
Switzerland,2026,0.42764795,0.589530692,High,High
Switzerland,2027,0.43263675,0.602226584,High,High
Syrian Arab Republic,2024,0.3403051,0.49867831599999995,Medium,High
Syrian Arab Republic,2025,0.34489695000000004,0.510555432,Medium,High
Syrian Arab Republic,2026,0.34947635,0.5224008699999999,Medium,High
Syrian Arab Republic,2027,0.3540558,0.5342457499999999,Medium,High
"Taiwan, China",2024,0.3637814,0.5165977359999999,High,High
"Taiwan, China",2025,0.36872605,0.528767424,High,High
"Taiwan, China",2026,0.37365695,0.540904184,High,High
"Taiwan, China",2027,0.37858815,0.55304105,High,High
Tajikistan,2024,0.40717425,0.530587556,High,High
Tajikistan,2025,0.4137016,0.543428186,High,High
Tajikistan,2026,0.4202107,0.5562336539999999,High,High
Tajikistan,2027,0.42671980000000004,0.569039122,High,High
Thailand,2024,0.35683995,0.289716438,Medium,Low
Thailand,2025,0.35989899999999997,0.290626312,Medium,Medium
Thailand,2026,0.36294955,0.29153368199999996,High,Medium
Thailand,2027,0.3659998,0.292440946,High,Medium
Timor-Leste,2024,0.3428725,0.5013020119999999,Medium,High
Timor-Leste,2025,0.34954,0.5140127179999999,Medium,High
Timor-Leste,2026,0.35618914999999995,0.526688756,Medium,High
Timor-Leste,2027,0.3628386,0.5393648999999999,High,High
Tonga,2024,0.38935410000000004,0.5228110819999999,High,High
Tonga,2025,0.3952819,0.535250106,High,High
Tonga,2026,0.4011937,0.547654774,High,High
Tonga,2027,0.4071055,0.5600594419999999,High,High
Trinidad and Tobago,2024,0.3804767,0.5183122579999999,High,High
Trinidad and Tobago,2025,0.38545655,0.530328244,High,High
Trinidad and Tobago,2026,0.3904228,0.54231097,High,High
Trinidad and Tobago,2027,0.39538884999999996,0.5542935659999999,High,High
Tunisia,2024,0.40442790000000006,0.542413806,High,High
Tunisia,2025,0.4100353,0.555328296,High,High
Tunisia,2026,0.41562805,0.568208128,High,High
Tunisia,2027,0.42122054999999997,0.5810878239999999,High,High
Turkiye,2024,0.44074125,0.547690142,High,High
Turkiye,2025,0.4481382,0.5608548699999999,High,High
Turkiye,2026,0.4555146,0.57398303,High,High
Turkiye,2027,0.46289125,0.58711129,High,High
Turkmenistan,2024,0.3783667,0.51749505,High,High
Turkmenistan,2025,0.38319645,0.529505526,High,High
Turkmenistan,2026,0.38801325,0.5414839439999999,High,High
Turkmenistan,2027,0.39282985000000004,0.5534617039999999,High,High
Turks and Caicos Islands,2024,0.34982255,0.5060705619999999,Medium,High
Turks and Caicos Islands,2025,0.35459700000000005,0.5180502119999999,Medium,High
Turks and Caicos Islands,2026,0.3593575,0.529996276,Medium,High
Turks and Caicos Islands,2027,0.36411875,0.541943204,High,High
Tuvalu,2024,0.3778034,0.5195616439999999,High,High
Tuvalu,2025,0.38346675,0.532011436,High,High
Tuvalu,2026,0.38911495,0.5444274619999999,High,High
Tuvalu,2027,0.3947632,0.5568434579999999,High,High
Uganda,2024,0.3371328,0.49974952999999994,Medium,High
Uganda,2025,0.34253100000000003,0.511962504,Medium,High
Uganda,2026,0.34791505,0.524143034,Medium,High
Uganda,2027,0.3532986,0.5363228,Medium,High
Ukraine,2024,0.3782126,0.519724816,High,High
Ukraine,2025,0.380734,0.530674056,High,High
Ukraine,2026,0.38324800000000003,0.541592784,High,High
Ukraine,2027,0.3857622,0.55251217,High,High
United Arab Emirates,2024,0.39664014999999997,0.53747822,High,High
United Arab Emirates,2025,0.4024752,0.5502630399999999,High,High
United Arab Emirates,2026,0.4082949,0.563013506,High,High
United Arab Emirates,2027,0.41411385,0.575763072,High,High
United Kingdom,2024,0.36459905,0.46728312199999994,High,High
United Kingdom,2025,0.3611373,0.46083451,Medium,High
United Kingdom,2026,0.35768465,0.45440321999999994,Medium,High
United Kingdom,2027,0.35423185,0.447971242,Medium,High
United States,2024,0.51453485,0.750174244,High,High
United States,2025,0.5200415,0.764724204,High,High
United States,2026,0.52553345,0.7792347119999998,High,High
United States,2027,0.5310252,0.7937445619999999,High,High
Uruguay,2024,0.3674625,0.515268286,High,High
Uruguay,2025,0.37111465000000005,0.526727204,High,High
Uruguay,2026,0.3747567,0.5381543719999999,High,High
Uruguay,2027,0.37839875,0.5495815039999999,High,High
Uzbekistan,2024,0.3870741,0.519868602,High,High
Uzbekistan,2025,0.39352505000000004,0.5325824579999999,High,High
Uzbekistan,2026,0.39995824999999996,0.54526164,High,High
Uzbekistan,2027,0.4063912,0.5579406859999999,High,High
Vanuatu,2024,0.36431185,0.51390131,High,High
Vanuatu,2025,0.37103335000000004,0.5267006619999999,High,High
Vanuatu,2026,0.37773645,0.5394651239999999,High,High
Vanuatu,2027,0.3844398,0.552229686,High,High
"Venezuela, RB",2024,0.3637019,0.511560112,High,High
"Venezuela, RB",2025,0.3679421,0.5232846139999999,High,High
"Venezuela, RB",2026,0.37217100000000003,0.534976798,High,High
"Venezuela, RB",2027,0.37639985000000004,0.54666954,High,High
Viet Nam,2024,0.45481615,0.5522524999999999,High,High
Viet Nam,2025,0.46273610000000004,0.565669766,High,High
Viet Nam,2026,0.47063415,0.5790499279999999,High,High
Viet Nam,2027,0.4785325,0.5924301599999999,High,High
Virgin Islands (U.S.),2024,0.3688133,0.513799802,High,High
Virgin Islands (U.S.),2025,0.372907,0.525512932,High,High
Virgin Islands (U.S.),2026,0.37698940000000003,0.5371946919999999,High,High
Virgin Islands (U.S.),2027,0.3810719,0.5488758999999999,High,High
West Bank and Gaza,2024,0.3758769,0.48340872399999996,High,High
West Bank and Gaza,2025,0.3802686,0.49332160399999997,High,High
West Bank and Gaza,2026,0.38464740000000003,0.503206556,High,High
West Bank and Gaza,2027,0.3890272,0.513092508,High,High
"Yemen, Rep.",2024,0.3671327,0.51170973,High,High
"Yemen, Rep.",2025,0.37261560000000005,0.5239609519999999,High,High
"Yemen, Rep.",2026,0.378084,0.536179018,High,High
"Yemen, Rep.",2027,0.38355185,0.5483968779999999,High,High
Zambia,2024,0.3303084,0.49703780399999997,Medium,High
Zambia,2025,0.33426500000000003,0.508532258,Medium,High
Zambia,2026,0.33821080000000003,0.519995412,Medium,High
Zambia,2027,0.34215685,0.5314587019999999,Medium,High
Zimbabwe,2024,0.3624424,0.509202682,High,High
Zimbabwe,2025,0.36834425000000004,0.5214646519999999,High,High
Zimbabwe,2026,0.3742303,0.5336939519999999,High,High
Zimbabwe,2027,0.3801161,0.5459225879999999,High,High
